SIN with a Learning Rate of: 0.1 and Hidden Unit count of: 6

===PRE-TRAINING TESTING===
Multi Layered Perceptron Size: 4, 6, 1
Epochs: 10000
Learning Rate: 0.1

Target: [-0.9693991500910609]	Output: [0.9797645313835333]
Target: [0.8447280280659811]	Output: [0.7990205036353483]
Difference: [0.04570752]

Target: [-0.475192267563504]	Output: [-0.4928293209221594]
Difference: [0.01763705]

Target: [0.1574621197695581]	Output: [0.15414250535499385]
Difference: [0.00331961]

Target: [0.9798308645946067]	Output: [0.895383441149766]
Difference: [0.08444742]

Target: [-0.8041302822194432]	Output: [-0.8070488360901288]
Difference: [0.00291855]

Target: [0.9985969671085589]	Output: [0.9046430251406383]
Difference: [0.09395394]

Target: [-0.891360614597438]	Output: [-0.821582419829115]
Difference: [0.06977819]

Target: [-0.6756916284982329]	Output: [-0.653870987710087]
Difference: [0.02182064]

Target: [0.6822513826402206]	Output: [0.9130007310617764]
Difference: [0.23074935]

Target: [0.9210806629396047]	Output: [0.8158417142696263]
Difference: [0.10523895]

Target: [0.11369857493246203]	Output: [0.1352152507889006]
Difference: [0.02151668]

Target: [-0.4678418443253305]	Output: [-0.5344300443326679]
Difference: [0.0665882]

Target: [0.8522540451142597]	Output: [0.939200764027425]
Difference: [0.08694672]

Target: [0.6318727990253831]	Output: [0.6318440532309813]
Difference: [2.87457944e-05]

Target: [-0.8252665862710288]	Output: [-0.8140000719990573]
Difference: [0.01126651]

Target: [0.9880603210774187]	Output: [0.8750124318864554]
Difference: [0.11304789]

Target: [0.06373723826089019]	Output: [0.2207111902900064]
Difference: [0.15697395]

Target: [-0.44195574160720624]	Output: [-0.4778762831231657]
Difference: [0.03592054]

Target: [0.764295336663656]	Output: [0.7731988822250765]
Difference: [0.00890355]

Target: [-0.8423413039027474]	Output: [-0.8376384983692369]
Difference: [0.00470281]

Target: [0.07366909040883225]	Output: [0.049929392543552116]
Difference: [0.0237397]

Target: [0.7977513262616697]	Output: [0.7900907574571308]
Difference: [0.00766057]

Target: [0.70225093812065]	Output: [0.6671032342906115]
Difference: [0.0351477]

Target: [0.7476188977215333]	Output: [0.710622650280747]
Difference: [0.03699625]

Target: [0.26189099366776086]	Output: [0.2723188199352611]
Difference: [0.01042783]

Target: [-0.10604966978950503]	Output: [-0.15556788211586295]
Difference: [0.04951821]

Target: [0.9998101561962423]	Output: [0.8877355683915423]
Difference: [0.11207459]

Target: [0.5638745199448234]	Output: [0.9328744278813328]
Difference: [0.36899991]

Target: [0.8729452265014668]	Output: [0.7788190689278617]
Difference: [0.09412616]

Target: [0.8740728022494477]	Output: [0.7843177813312009]
Difference: [0.08975502]

Target: [-0.144010699993538]	Output: [-0.20744678303777642]
Difference: [0.06343608]

Target: [0.7879656259307671]	Output: [0.9041894270202349]
Difference: [0.1162238]

Target: [-0.5449764784025516]	Output: [-0.5221398455261803]
Difference: [0.02283663]

Target: [-0.9993985432402046]	Output: [-0.8846407256264582]
Difference: [0.11475782]

Target: [-0.38419310044427224]	Output: [-0.38492559546305943]
Difference: [0.0007325]

Target: [-0.9886344136350981]	Output: [-0.8798092297679514]
Difference: [0.10882518]

Target: [-0.6370103874401443]	Output: [-0.6337948503073664]
Difference: [0.00321554]

Target: [-0.14006151703631087]	Output: [-0.1070793568374897]
Difference: [0.03298216]

Target: [0.9241425670935952]	Output: [0.8302406612094465]
Difference: [0.09390191]

Target: [-0.6014050225671357]	Output: [-0.9157346319746305]
Difference: [0.31432961]

Target: [-0.5258594835912181]	Output: [-0.6068380583380264]
Difference: [0.08097857]

Target: [0.06447089843097378]	Output: [0.05455650055900447]
Difference: [0.0099144]

Target: [0.5489505449044445]	Output: [0.5354782392018523]
Difference: [0.01347231]

Target: [-0.39562670147931644]	Output: [-0.45598012065443144]
Difference: [0.06035342]

Target: [0.010394253248407207]	Output: [0.0861435818341906]
Difference: [0.07574933]

Target: [-0.463959699205756]	Output: [-0.5195346449554844]
Difference: [0.05557495]

Target: [-0.08887143813610582]	Output: [-0.12221336678272395]
Difference: [0.03334193]

Target: [0.9677630643906677]	Output: [0.8229582469045716]
Difference: [0.14480482]

Target: [-0.9316666619812839]	Output: [-0.8028529782041813]
Difference: [0.12881368]

Target: [0.49911140284263333]	Output: [0.5312024167877805]
Difference: [0.03209101]

Target: [0.670164601177769]	Output: [0.726283244676537]
Difference: [0.05611864]

Target: [0.19785228306679514]	Output: [0.2261772039185681]
Difference: [0.02832492]

Target: [0.41318742807457864]	Output: [0.9337481139600136]
Difference: [0.52056069]

Target: [-0.01703775817269476]	Output: [-0.0021126787334254534]
Difference: [0.01492508]

Target: [0.057597914846806875]	Output: [0.010349504424396715]
Difference: [0.04724841]

Target: [0.9384002808332199]	Output: [0.8552696364997577]
Difference: [0.08313064]

Target: [-0.9530312341796718]	Output: [-0.9209201722464365]
Difference: [0.03211106]

Target: [-0.06343477068794663]	Output: [-0.059093880714023266]
Difference: [0.00434089]

Target: [0.4211190280145445]	Output: [0.9227776602807355]
Difference: [0.50165863]

Target: [-0.057497581582667705]	Output: [-0.013213159273038929]
Difference: [0.04428442]

Target: [0.9917117720787183]	Output: [0.8954910453096768]
Difference: [0.09622073]

Target: [-0.8749603196774574]	Output: [-0.7994375570531251]
Difference: [0.07552276]

Target: [-0.9645820868890065]	Output: [-0.8478682485488079]
Difference: [0.11671384]

Target: [0.09624348189916454]	Output: [0.07977380020168354]
Difference: [0.01646968]

Target: [0.9585863067459957]	Output: [0.9091569097012837]
Difference: [0.0494294]

Target: [0.47526885210567027]	Output: [0.5766069293380462]
Difference: [0.10133808]

Target: [0.6931356045639149]	Output: [0.7351001114908019]
Difference: [0.04196451]

Target: [0.3452363247138835]	Output: [0.37992378029992857]
Difference: [0.03468746]

Target: [-0.8916260914787275]	Output: [-0.9295426248065869]
Difference: [0.03791653]

Target: [0.7366648294571254]	Output: [0.6840937282303559]
Difference: [0.0525711]

Target: [0.42988613321294433]	Output: [0.9221175385338096]
Difference: [0.49223141]

Target: [0.9987968724657276]	Output: [0.8681663712640642]
Difference: [0.1306305]

Target: [-0.9958366070757315]	Output: [-0.8761462228314071]
Difference: [0.11969038]

Target: [0.9780047030540843]	Output: [0.8896039047773515]
Difference: [0.0884008]

Target: [0.31015032887522903]	Output: [0.37681070244416554]
Difference: [0.06666037]

Target: [0.5506713075631116]	Output: [0.6514060607719564]
Difference: [0.10073475]

Target: [0.8819705244277901]	Output: [0.8013771801193931]
Difference: [0.08059334]

Target: [-0.7403109198134431]	Output: [-0.5658728810940796]
Difference: [0.17443804]

Target: [0.8843089000127982]	Output: [0.7957073528783429]
Difference: [0.08860155]

Target: [0.499044234165923]	Output: [0.6604990478882904]
Difference: [0.16145481]

Target: [0.5662556966152046]	Output: [0.5425630578259792]
Difference: [0.02369264]

Target: [-0.3511863458960732]	Output: [-0.9246737533777132]
Difference: [0.57348741]

Target: [-0.9988064241415602]	Output: [-0.9077708688186054]
Difference: [0.09103556]

Target: [-0.09001295851881128]	Output: [-0.07938448267045167]
Difference: [0.01062848]

Target: [-0.5856434022205758]	Output: [-0.6227013113688671]
Difference: [0.03705791]

Target: [0.7671322056626603]	Output: [0.7354086564742771]
Difference: [0.03172355]

Target: [0.9693693074197856]	Output: [0.8587037299712544]
Difference: [0.11066558]

Target: [0.8071210287667886]	Output: [0.7898464857430989]
Difference: [0.01727454]

Target: [0.9783164223406601]	Output: [0.8884028110115708]
Difference: [0.08991361]

Target: [0.47852035826329614]	Output: [0.5634799963477248]
Difference: [0.08495964]

Target: [0.8202285437016388]	Output: [0.9014407665405239]
Difference: [0.08121222]

Target: [0.9925984350873077]	Output: [0.8609795088555253]
Difference: [0.13161893]

Target: [-0.6463558690036199]	Output: [-0.9164706644167263]
Difference: [0.2701148]

Target: [0.23589658460599794]	Output: [0.27178561635495796]
Difference: [0.03588903]

Target: [0.14498314080820557]	Output: [0.052759529221150896]
Difference: [0.09222361]

Target: [-0.7449787445909818]	Output: [-0.6914180972937255]
Difference: [0.05356065]

Target: [-0.7588241513660264]	Output: [-0.6928919551614923]
Difference: [0.0659322]

Target: [-0.2838827641259438]	Output: [-0.35520587148625543]
Difference: [0.07132311]

Target: [-0.2967872441678223]	Output: [-0.31095726827556325]
Difference: [0.01417002]

Target: [0.9994473380083809]	Output: [0.8569052648179609]
Difference: [0.14254207]

Target: [-0.591401807871056]	Output: [-0.6150652653667577]
Difference: [0.02366346]

Target: [0.6021334951512206]	Output: [0.5595505779338509]
Difference: [0.04258292]

Target: [-0.3012736766949756]	Output: [-0.34944313369719415]
Difference: [0.04816946]

Target: [0.9182545339952142]	Output: [0.865649525504726]
Difference: [0.05260501]

Target: [-0.11284139883527997]	Output: [-0.21028585980430814]
Difference: [0.09744446]

Target: [-0.3522207815382249]	Output: [-0.43370725276359456]
Difference: [0.08148647]

Target: [0.8715973671843363]	Output: [0.911723889541617]
Difference: [0.04012652]

Target: [0.1004211346335098]	Output: [0.06194677857016299]
Difference: [0.03847436]

Target: [-0.5744478901396873]	Output: [-0.5531938183405704]
Difference: [0.02125407]

Target: [-0.9594110478511805]	Output: [-0.8691135594684524]
Difference: [0.09029749]

Target: [-0.29233508012621284]	Output: [-0.2506284305968779]
Difference: [0.04170665]

Target: [-0.5803487198518767]	Output: [-0.6392937013896343]
Difference: [0.05894498]

Target: [-0.4387885571829045]	Output: [-0.5496079980275584]
Difference: [0.11081944]

Target: [0.2817228415628383]	Output: [0.330004305599024]
Difference: [0.04828146]

Target: [-0.8051812033156301]	Output: [-0.9322085488967964]
Difference: [0.12702735]

Target: [0.7307928565541941]	Output: [0.7302648880861083]
Difference: [0.00052797]

Target: [0.9961711332395912]	Output: [0.8991504076641602]
Difference: [0.09702073]

Target: [-0.9789371478848857]	Output: [-0.8625590799858813]
Difference: [0.11637807]

Target: [0.13449338341920464]	Output: [0.18264264369947514]
Difference: [0.04814926]

Target: [-0.5607601096314329]	Output: [-0.5818172539814209]
Difference: [0.02105714]

Target: [0.5245637381897946]	Output: [0.5956763101494744]
Difference: [0.07111257]

Target: [0.5342370345629787]	Output: [0.5376392588948264]
Difference: [0.00340222]

Target: [0.9471778913321891]	Output: [0.8528504547742333]
Difference: [0.09432744]

Target: [-0.8556852660087619]	Output: [-0.7871121560126628]
Difference: [0.06857311]

Target: [-0.9998396710807577]	Output: [-0.8889447640857178]
Difference: [0.11089491]

Target: [-0.3790515964682325]	Output: [-0.36340881961791066]
Difference: [0.01564278]

Target: [-0.7207246583708126]	Output: [-0.746633125579546]
Difference: [0.02590847]

Target: [0.6172265266750864]	Output: [0.5446686919778895]
Difference: [0.07255783]

Target: [-0.45750681927706677]	Output: [-0.5085646026170059]
Difference: [0.05105778]

Target: [0.9873904964446992]	Output: [0.854397384266109]
Difference: [0.13299311]

Target: [0.44294388362367093]	Output: [0.4413460918286078]
Difference: [0.00159779]

Target: [0.8021121313779217]	Output: [0.9375993500207727]
Difference: [0.13548722]

Target: [-0.9325836740938757]	Output: [-0.8380182656866826]
Difference: [0.09456541]

Target: [0.8362340607170575]	Output: [0.779237083899425]
Difference: [0.05699698]

Target: [0.9437980811694969]	Output: [0.8172464511266838]
Difference: [0.12655163]

Target: [-0.12881934272530382]	Output: [-0.1870235387740904]
Difference: [0.0582042]

Target: [0.999770665107129]	Output: [0.8875007293506639]
Difference: [0.11226994]

Target: [-0.9311549328570163]	Output: [-0.8908634094910001]
Difference: [0.04029152]

Target: [0.5507507361143836]	Output: [0.46921905303375944]
Difference: [0.08153168]

Target: [-0.8301608347036307]	Output: [-0.7853527297307973]
Difference: [0.0448081]

Target: [-0.9453416066003766]	Output: [-0.8633029017756577]
Difference: [0.0820387]

Target: [-0.9396313528370037]	Output: [-0.8814406479897778]
Difference: [0.0581907]

Target: [-0.6749440692670913]	Output: [-0.9196188301090226]
Difference: [0.24467476]

Target: [-0.5479593630062469]	Output: [-0.5672198374013149]
Difference: [0.01926047]

Target: [0.9609112187497647]	Output: [0.906886337330045]
Difference: [0.05402488]

Target: [0.9938048295442895]	Output: [0.8968801112833084]
Difference: [0.09692472]

Target: [0.793373209827801]	Output: [0.6684301041369229]
Difference: [0.12494311]

Target: [-0.4917134982505512]	Output: [-0.4536496309550162]
Difference: [0.03806387]

Target: [-0.3452881913510451]	Output: [-0.3962377641372237]
Difference: [0.05094957]

Target: [0.6741804163661593]	Output: [0.6681793104662428]
Difference: [0.00600111]

Target: [0.9994125252121752]	Output: [0.8865138133254407]
Difference: [0.11289871]

Target: [-0.9220446820255709]	Output: [-0.929368741858304]
Difference: [0.00732406]

Target: [0.6369822025246336]	Output: [0.9194806097208973]
Difference: [0.28249841]

Target: [-0.9999962946897274]	Output: [-0.8312306854862448]
Difference: [0.16876561]

Target: [-0.9946435404509357]	Output: [-0.8237372994754277]
Difference: [0.17090624]

Target: [-0.1591579687671602]	Output: [-0.16733941127370347]
Difference: [0.00818144]

Target: [0.07420030970117387]	Output: [0.2072155622716495]
Difference: [0.13301525]

Target: [0.852276428967806]	Output: [0.8269206706534294]
Difference: [0.02535576]

Target: [-0.349237244926739]	Output: [-0.4203545207340214]
Difference: [0.07111728]

Target: [-0.7978087727497623]	Output: [-0.9065965443353592]
Difference: [0.10878777]

Target: [0.9080609250354071]	Output: [0.7960696264066334]
Difference: [0.1119913]

Target: [-0.15784582649243994]	Output: [-0.1957594983405879]
Difference: [0.03791367]

Target: [0.3874552671512745]	Output: [0.3714586559588281]
Difference: [0.01599661]

Target: [-0.9028538601541848]	Output: [-0.9023029178172793]
Difference: [0.00055094]

Target: [0.27172960920180333]	Output: [0.350835996032784]
Difference: [0.07910639]

Target: [0.46201091414739354]	Output: [0.5356134554822538]
Difference: [0.07360254]

Target: [-0.9673095550989166]	Output: [-0.773052625937836]
Difference: [0.19425693]

Target: [0.03143932599061098]	Output: [0.030446054907769866]
Difference: [0.00099327]

Target: [0.9511643138358155]	Output: [0.853156526075095]
Difference: [0.09800779]

Target: [-0.8247833399287612]	Output: [-0.7545770223757035]
Difference: [0.07020632]

Target: [0.6711190711713944]	Output: [0.9116878029551985]
Difference: [0.24056873]

Target: [-0.715370825647809]	Output: [-0.6878713613119535]
Difference: [0.02749946]

Target: [0.8433316545703622]	Output: [0.7794232051655973]
Difference: [0.06390845]

Target: [-0.7957754108240404]	Output: [-0.9328870507015229]
Difference: [0.13711164]

Target: [0.622800225481821]	Output: [0.6278238543983619]
Difference: [0.00502363]

Target: [-0.25076013603221725]	Output: [-0.2501760906286425]
Difference: [0.00058405]

Target: [0.5948499987644565]	Output: [0.4493022520838712]
Difference: [0.14554775]

Target: [0.9604982828005417]	Output: [0.8610576255207764]
Difference: [0.09944066]

Target: [-0.6652957550521855]	Output: [-0.9149329098729176]
Difference: [0.24963715]



===TESTING ON SIN_TEST===

Target: [0.9156016118091841]	Output: [0.8003463278810959]
Difference: [0.11525528]

Target: [-0.010154077694889286]	Output: [-0.07520248098429015]
Difference: [0.0650484]

Target: [0.6802901788169331]	Output: [0.7283805449561868]
Difference: [0.04809037]

Target: [-0.9798358858376868]	Output: [-0.9233386658963407]
Difference: [0.05649722]

Target: [-0.16081620785154754]	Output: [-0.2649205483232355]
Difference: [0.10410434]

Target: [0.8804524551645377]	Output: [0.8220356389384016]
Difference: [0.05841682]

Target: [0.643103966093555]	Output: [0.6957404865386925]
Difference: [0.05263652]

Target: [0.5519349499201378]	Output: [0.6031877008204525]
Difference: [0.05125275]

Target: [0.22861266657342721]	Output: [0.27717012924605366]
Difference: [0.04855746]

Target: [-0.9950901975571832]	Output: [-0.8763305038010164]
Difference: [0.11875969]

Target: [-0.02147869915273545]	Output: [-0.05974647144836091]
Difference: [0.03826777]

Target: [0.5726656471410964]	Output: [0.920171371797468]
Difference: [0.34750572]

Target: [-0.9980297100875206]	Output: [-0.8732266131215699]
Difference: [0.1248031]

Target: [0.07577683767893431]	Output: [0.11909088716625013]
Difference: [0.04331405]

Target: [0.23839991119102794]	Output: [0.21754833339634785]
Difference: [0.02085158]

Target: [0.024736874454423782]	Output: [0.03955030066642482]
Difference: [0.01481343]

Target: [0.70855490238176]	Output: [0.9243422402997216]
Difference: [0.21578734]

Target: [0.6530970434659004]	Output: [0.6826629428790897]
Difference: [0.0295659]

Target: [-0.2519549652987337]	Output: [-0.26324398743368194]
Difference: [0.01128902]

Target: [-0.7079121187153312]	Output: [-0.7241061437243332]
Difference: [0.01619403]

Target: [-0.3629396541858922]	Output: [-0.36712150495900425]
Difference: [0.00418185]

Target: [0.15902721385222762]	Output: [0.1850043568462818]
Difference: [0.02597714]

Target: [0.5907515139720735]	Output: [0.6469154588794824]
Difference: [0.05616394]

Target: [0.9722743343757082]	Output: [0.9281904512706122]
Difference: [0.04408388]

Target: [0.9421703792018783]	Output: [0.8698673677470038]
Difference: [0.07230301]

Target: [-0.037679853198395355]	Output: [-0.11778019283077647]
Difference: [0.08010034]

Target: [-0.19080659692361318]	Output: [-0.17466865165368906]
Difference: [0.01613795]

Target: [-0.9916677013869406]	Output: [-0.91237366737834]
Difference: [0.07929403]

Target: [0.9540585474576857]	Output: [0.88382615741984]
Difference: [0.07023239]

Target: [0.759528375142667]	Output: [0.722047027051396]
Difference: [0.03748135]

Target: [-0.49094739471735116]	Output: [-0.5317433032507934]
Difference: [0.04079591]

Target: [0.26899140127327154]	Output: [0.3218399970894883]
Difference: [0.0528486]

Target: [0.8487985685590916]	Output: [0.9383071711974695]
Difference: [0.0895086]

Target: [0.03293028160525817]	Output: [0.045751724744655026]
Difference: [0.01282144]

Target: [0.7800575990845897]	Output: [0.749648231513597]
Difference: [0.03040937]

Target: [-0.04354765576444234]	Output: [-0.10007546987170328]
Difference: [0.05652781]

Target: [-0.29203538857163686]	Output: [-0.31921877258792897]
Difference: [0.02718338]

Target: [-0.6295018443524966]	Output: [-0.6925065712737644]
Difference: [0.06300473]

Target: [0.7765163329407183]	Output: [0.7345171832806185]
Difference: [0.04199915]

Target: [0.17702796620123962]	Output: [0.26945406781529774]
Difference: [0.0924261]

Target: [0.3669424175814629]	Output: [0.37872815617405303]
Difference: [0.01178574]

Target: [0.4749831303582521]	Output: [0.4413004603991074]
Difference: [0.03368267]

Target: [0.12279821272573734]	Output: [0.19971125077762236]
Difference: [0.07691304]

Target: [-0.2191884292874771]	Output: [-0.21302071027733124]
Difference: [0.00616772]

Target: [0.34604646697695307]	Output: [0.39472278619233725]
Difference: [0.04867632]

Target: [-0.9463383051176855]	Output: [-0.9358356432050895]
Difference: [0.01050266]

Target: [-0.5492706043944975]	Output: [-0.5738223064604149]
Difference: [0.0245517]

Target: [0.30826543209705537]	Output: [0.4210736144949736]
Difference: [0.11280818]

Target: [0.41934248161599125]	Output: [0.44782938570253084]
Difference: [0.0284869]

Target: [0.4913645224752977]	Output: [0.9258961901690992]
Difference: [0.43453167]

Average Difference for sin_input: 0.0875343768038125
Average Difference for sin_test: 0.06118994864793081
