SIN with a Learning Rate of: 0.2 and Hidden Unit count of: 5

===PRE-TRAINING TESTING===
Multi Layered Perceptron Size: 4, 5, 1
Epochs: 10000
Learning Rate: 0.2

Target: [0.3168133636291277]	Output: [-0.9961675269468009]
Target: [-0.9907975676564958]	Output: [-0.9068814587063257]
Difference: [0.08391611]

Target: [-0.9999999667253003]	Output: [-0.9349607254646289]
Difference: [0.06503924]

Target: [0.9359083262132254]	Output: [0.7215871422248444]
Difference: [0.21432118]

Target: [-0.49456946188137063]	Output: [-0.35654540706755566]
Difference: [0.13802405]

Target: [-0.6115033040214688]	Output: [-0.6368409617428282]
Difference: [0.02533766]

Target: [0.5385696733923404]	Output: [0.6013514789520329]
Difference: [0.06278181]

Target: [0.8341887134766786]	Output: [0.7702164494020924]
Difference: [0.06397226]

Target: [0.9826416411960958]	Output: [0.7410909481948369]
Difference: [0.24155069]

Target: [0.08051815742000629]	Output: [0.1100401748247387]
Difference: [0.02952202]

Target: [0.8813883580407051]	Output: [0.7956625729500967]
Difference: [0.08572579]

Target: [0.4551793622588859]	Output: [0.9263789646201858]
Difference: [0.4711996]

Target: [-0.5693426186059684]	Output: [-0.6410695831563893]
Difference: [0.07172696]

Target: [-0.9799901453540172]	Output: [-0.896201434033857]
Difference: [0.08378871]

Target: [0.6002926117628621]	Output: [0.613978888649415]
Difference: [0.01368628]

Target: [0.9739616484928642]	Output: [0.8794526350316165]
Difference: [0.09450901]

Target: [-0.7018249000267558]	Output: [-0.9550088129510511]
Difference: [0.25318391]

Target: [0.21802187766031453]	Output: [0.11981072775214702]
Difference: [0.09821115]

Target: [0.703338410871524]	Output: [0.7495457163822525]
Difference: [0.04620731]

Target: [0.023530667861506184]	Output: [-0.027561720399481387]
Difference: [0.05109239]

Target: [-0.9988906406196663]	Output: [-0.701251253911647]
Difference: [0.29763939]

Target: [-0.39630896298883106]	Output: [-0.21793748127277515]
Difference: [0.17837148]

Target: [-0.2831839937182292]	Output: [-0.4546784783822134]
Difference: [0.17149448]

Target: [-0.09547624644345229]	Output: [-0.17478239142210708]
Difference: [0.07930614]

Target: [0.7350712964675952]	Output: [0.7182575256200321]
Difference: [0.01681377]

Target: [0.9547067685358425]	Output: [0.9378022445042454]
Difference: [0.01690452]

Target: [0.9537925362059274]	Output: [0.8912825541874729]
Difference: [0.06250998]

Target: [-0.29484435628184125]	Output: [-0.21616763871005776]
Difference: [0.07867672]

Target: [-0.11934254244231347]	Output: [-0.054070906393209016]
Difference: [0.06527164]

Target: [0.8138393014337651]	Output: [0.810754042316661]
Difference: [0.00308526]

Target: [-0.713927248432027]	Output: [-0.5344178550688776]
Difference: [0.17950939]

Target: [0.8423334005301101]	Output: [0.7833477023427549]
Difference: [0.0589857]

Target: [0.6905319884029351]	Output: [0.7030631087014799]
Difference: [0.01253112]

Target: [-0.9206868316973891]	Output: [-0.8997401917228252]
Difference: [0.02094664]

Target: [0.7458103951380801]	Output: [0.7145639659543179]
Difference: [0.03124643]

Target: [-0.7143026655355367]	Output: [-0.7403676540735358]
Difference: [0.02606499]

Target: [-0.25598819239263854]	Output: [-0.17980990531138294]
Difference: [0.07617829]

Target: [0.6725079187793777]	Output: [0.6617305968437418]
Difference: [0.01077732]

Target: [0.22717410650693196]	Output: [0.3527022040220488]
Difference: [0.1255281]

Target: [-0.16357337234020386]	Output: [-0.12772285478721507]
Difference: [0.03585052]

Target: [-0.9819629444932696]	Output: [-0.9154192979531649]
Difference: [0.06654365]

Target: [-0.8936590071303907]	Output: [-0.8563083581988092]
Difference: [0.03735065]

Target: [-0.7977991445897321]	Output: [-0.6911621299384826]
Difference: [0.10663701]

Target: [-0.7951228277971428]	Output: [-0.7404187591753563]
Difference: [0.05470407]

Target: [0.059173326938762295]	Output: [0.1642512716778874]
Difference: [0.10507794]

Target: [-0.6723725331704764]	Output: [-0.6422862361427427]
Difference: [0.0300863]

Target: [-0.9822522805284716]	Output: [-0.8637626670835254]
Difference: [0.11848961]

Target: [0.5503201157751239]	Output: [0.4737858134007727]
Difference: [0.0765343]

Target: [-0.8286108785076877]	Output: [-0.6174966588854829]
Difference: [0.21111422]

Target: [-0.2895221168906433]	Output: [-0.26911257912677844]
Difference: [0.02040954]

Target: [0.9996021864893437]	Output: [0.9419224796546222]
Difference: [0.05767971]

Target: [0.9239992289028066]	Output: [0.6694016895768871]
Difference: [0.25459754]

Target: [0.9053623811441508]	Output: [0.8795910359247062]
Difference: [0.02577135]

Target: [0.8739014042563915]	Output: [0.6642545380706086]
Difference: [0.20964687]

Target: [-0.018704566373480624]	Output: [-0.12362270053940784]
Difference: [0.10491813]

Target: [0.7016814033127785]	Output: [0.6625754039617276]
Difference: [0.039106]

Target: [-0.07456331760253866]	Output: [-0.034823785335959596]
Difference: [0.03973953]

Target: [0.6321506288514327]	Output: [0.5450941604875547]
Difference: [0.08705647]

Target: [-0.5139672048592134]	Output: [-0.5724828928243451]
Difference: [0.05851569]

Target: [0.15411320157724887]	Output: [0.18980905200676917]
Difference: [0.03569585]

Target: [0.9859774772542228]	Output: [0.6628474614571763]
Difference: [0.32313002]

Target: [0.796458292794816]	Output: [0.8715899547075046]
Difference: [0.07513166]

Target: [0.7258905266729115]	Output: [0.6233618667014003]
Difference: [0.10252866]

Target: [0.9597163673977995]	Output: [0.9089104475438142]
Difference: [0.05080592]

Target: [-0.14414177446606638]	Output: [-0.23033056666153706]
Difference: [0.08618879]

Target: [-0.22026236079209222]	Output: [-0.22900406156829145]
Difference: [0.0087417]

Target: [0.06907641201949978]	Output: [-0.047418757751884054]
Difference: [0.11649517]

Target: [0.999997653667409]	Output: [0.7927315220629664]
Difference: [0.20726613]

Target: [0.9999172308231316]	Output: [0.8192770259058144]
Difference: [0.1806402]

Target: [0.16933559916992158]	Output: [0.03584581061581342]
Difference: [0.13348979]

Target: [-0.8232106532495816]	Output: [-0.7377682784273414]
Difference: [0.08544237]

Target: [-0.996155695368221]	Output: [-0.849414049002374]
Difference: [0.14674165]

Target: [-0.30997438834404156]	Output: [-0.35257097860054704]
Difference: [0.04259659]

Target: [-0.3075373827113281]	Output: [-0.2360609391648641]
Difference: [0.07147644]

Target: [-0.24488676479751914]	Output: [-0.2420869787196245]
Difference: [0.00279979]

Target: [-0.8327139703104998]	Output: [-0.8085603498094197]
Difference: [0.02415362]

Target: [-0.15232246758829404]	Output: [-0.5688902432472882]
Difference: [0.41656778]

Target: [0.3565649691371569]	Output: [0.43278313358038156]
Difference: [0.07621816]

Target: [-0.604429179795267]	Output: [-0.7693130054075317]
Difference: [0.16488383]

Target: [0.871147221438396]	Output: [0.83478326400306]
Difference: [0.03636396]

Target: [0.110219562350755]	Output: [0.06657453764295718]
Difference: [0.04364502]

Target: [-0.12187646688601908]	Output: [0.08645105297423691]
Difference: [0.20832752]

Target: [-0.5773021060520874]	Output: [-0.6636478502086134]
Difference: [0.08634574]

Target: [0.8968795685043388]	Output: [0.8529050744157606]
Difference: [0.04397449]

Target: [-0.24333091626953884]	Output: [-0.11877804100234454]
Difference: [0.12455288]

Target: [0.807444937681485]	Output: [0.7637043775853892]
Difference: [0.04374056]

Target: [-0.4196743949274083]	Output: [-0.5347831299408367]
Difference: [0.11510874]

Target: [0.675529279580065]	Output: [0.6096704888252051]
Difference: [0.06585879]

Target: [0.6052130173773381]	Output: [0.6640685230904713]
Difference: [0.05885551]

Target: [0.37150246322068775]	Output: [0.35570467087171315]
Difference: [0.01579779]

Target: [0.9797763846637769]	Output: [0.7133864436904352]
Difference: [0.26638994]

Target: [0.19658923081348187]	Output: [0.11847710173270745]
Difference: [0.07811213]

Target: [-0.45619390303906493]	Output: [-0.28778769251487535]
Difference: [0.16840621]

Target: [-0.9275543400847163]	Output: [-0.8766239832501698]
Difference: [0.05093036]

Target: [0.2295962315405361]	Output: [0.344550836993601]
Difference: [0.11495461]

Target: [0.21236607965254267]	Output: [0.1710934500888094]
Difference: [0.04127263]

Target: [-0.5309385811112819]	Output: [-0.4601713412931404]
Difference: [0.07076724]

Target: [0.9997320901816453]	Output: [0.8579982652351259]
Difference: [0.14173382]

Target: [0.49820783525738116]	Output: [0.5332196794615006]
Difference: [0.03501184]

Target: [-0.9033696041807416]	Output: [-0.8748079448326566]
Difference: [0.02856166]

Target: [0.9376019399554208]	Output: [0.8702570940262229]
Difference: [0.06734485]

Target: [0.25523013034328346]	Output: [0.3287994699421891]
Difference: [0.07356934]

Target: [0.9202495786566205]	Output: [0.789580763935606]
Difference: [0.13066881]

Target: [-0.745755512855176]	Output: [-0.8102202969049123]
Difference: [0.06446478]

Target: [-0.5129372444403675]	Output: [-0.6669528364968158]
Difference: [0.15401559]

Target: [0.3670177666550964]	Output: [0.2568061551055159]
Difference: [0.11021161]

Target: [-0.2773671427876723]	Output: [-0.5129224524295202]
Difference: [0.23555531]

Target: [-0.8324490151706704]	Output: [-0.8099427731246025]
Difference: [0.02250624]

Target: [0.8981482231770006]	Output: [0.882619657995115]
Difference: [0.01552857]

Target: [-0.007229475702323759]	Output: [0.04654403250814645]
Difference: [0.05377351]

Target: [-0.9532049855777293]	Output: [-0.9029948099405289]
Difference: [0.05021018]

Target: [0.9911555193375359]	Output: [0.9291065358156807]
Difference: [0.06204898]

Target: [0.2826733325127515]	Output: [0.3636343754718489]
Difference: [0.08096104]

Target: [-0.5693430207254153]	Output: [-0.5697631901563639]
Difference: [0.00042017]

Target: [-0.7700466539742975]	Output: [-0.6983091168034142]
Difference: [0.07173754]

Target: [0.37383844643355024]	Output: [0.2693031257787234]
Difference: [0.10453532]

Target: [0.7205732607094375]	Output: [0.6652373484094539]
Difference: [0.05533591]

Target: [0.9997695022831475]	Output: [0.9524905951349016]
Difference: [0.04727891]

Target: [0.9354590621194491]	Output: [0.7788687838734157]
Difference: [0.15659028]

Target: [-0.9989578875256858]	Output: [-0.7966166747747737]
Difference: [0.20234121]

Target: [0.7602194551376199]	Output: [0.598342876221821]
Difference: [0.16187658]

Target: [-0.9667674698269021]	Output: [-0.9604799142665824]
Difference: [0.00628756]

Target: [-0.7426593291635857]	Output: [-0.7458728744223185]
Difference: [0.00321355]

Target: [-0.8952415791349224]	Output: [-0.8424504548756426]
Difference: [0.05279112]

Target: [-0.4141614921739682]	Output: [-0.5599635130117429]
Difference: [0.14580202]

Target: [0.5466174337199282]	Output: [0.572401700248018]
Difference: [0.02578427]

Target: [-0.825042627541197]	Output: [-0.8416058413178057]
Difference: [0.01656321]

Target: [0.4561322491930319]	Output: [0.5983755088500544]
Difference: [0.14224326]

Target: [-0.9984236625537406]	Output: [-0.7434113744864834]
Difference: [0.25501229]

Target: [0.9966262818306815]	Output: [0.9365662448283086]
Difference: [0.06006004]

Target: [-0.34822510154881287]	Output: [-0.35191091035010774]
Difference: [0.00368581]

Target: [-0.009832124921296466]	Output: [0.028505586008686197]
Difference: [0.03833771]

Target: [0.9971985439168567]	Output: [0.91792898980424]
Difference: [0.07926955]

Target: [-0.9443889593317465]	Output: [-0.8193732360525525]
Difference: [0.12501572]

Target: [0.6057553949313038]	Output: [0.5675610756333854]
Difference: [0.03819432]

Target: [0.14721672980304382]	Output: [-0.48616634213853244]
Difference: [0.63338307]

Target: [0.9399200339920127]	Output: [0.8576309569467195]
Difference: [0.08228908]

Target: [-0.6777916797950021]	Output: [-0.6651042920814462]
Difference: [0.01268739]

Target: [0.9957457588952718]	Output: [0.9309651664532691]
Difference: [0.06478059]

Target: [-0.6908154521870509]	Output: [-0.5352051763846996]
Difference: [0.15561028]

Target: [-0.29850708665877246]	Output: [-0.3306896162168558]
Difference: [0.03218253]

Target: [0.00022763869534699922]	Output: [0.1455782637058669]
Difference: [0.14535063]

Target: [-0.007242289237484902]	Output: [0.13087212414503538]
Difference: [0.13811441]

Target: [0.5956875248243273]	Output: [0.6072030874409416]
Difference: [0.01151556]

Target: [-0.9220331679875273]	Output: [-0.8765180535465839]
Difference: [0.04551511]

Target: [-0.992127628397839]	Output: [-0.8819024898179866]
Difference: [0.11022514]

Target: [-0.9941491015211165]	Output: [-0.634391887121781]
Difference: [0.35975721]

Target: [0.4819833986853383]	Output: [0.479045081823112]
Difference: [0.00293832]

Target: [0.8341351354100422]	Output: [0.659810816084732]
Difference: [0.17432432]

Target: [0.6361021654981432]	Output: [0.648363765055915]
Difference: [0.0122616]

Target: [0.577797943822889]	Output: [0.5053964079335511]
Difference: [0.07240154]

Target: [0.9999606279946676]	Output: [0.836805005587981]
Difference: [0.16315562]

Target: [0.18958354358657584]	Output: [0.08396820122400303]
Difference: [0.10561534]

Target: [-0.02982522695738413]	Output: [-0.010658595530430517]
Difference: [0.01916663]

Target: [-0.03706934851928457]	Output: [-0.03379810893239242]
Difference: [0.00327124]

Target: [0.6332979357308592]	Output: [0.6447709770483734]
Difference: [0.01147304]

Target: [0.7200802351369385]	Output: [0.6153969373578562]
Difference: [0.1046833]

Target: [0.8454643526633048]	Output: [0.6733850105179149]
Difference: [0.17207934]

Target: [0.9721261291238315]	Output: [0.8813951672390203]
Difference: [0.09073096]

Target: [0.218563316687336]	Output: [0.2647031822332314]
Difference: [0.04613987]

Target: [-0.997937751080618]	Output: [-0.8304717050173289]
Difference: [0.16746605]

Target: [0.9580308025086642]	Output: [0.8952103405918584]
Difference: [0.06282046]

Target: [0.7552654771415973]	Output: [0.718040449004878]
Difference: [0.03722503]

Target: [-0.33282583655302456]	Output: [-0.5096486666081813]
Difference: [0.17682283]

Target: [0.76589169180065]	Output: [0.7962633554656677]
Difference: [0.03037166]

Target: [0.6299149252484736]	Output: [0.7606108872962112]
Difference: [0.13069596]

Target: [0.07610854591367468]	Output: [0.039327170885257424]
Difference: [0.03678138]

Target: [-0.995944104669994]	Output: [-0.9251498390909194]
Difference: [0.07079427]

Target: [0.9087293185101366]	Output: [0.697871109792879]
Difference: [0.21085821]

Target: [0.724870334459079]	Output: [0.7271647873101572]
Difference: [0.00229445]

Target: [-0.7150154876778401]	Output: [-0.6801353775609456]
Difference: [0.03488011]

Target: [-0.1803991248626217]	Output: [-0.20360494811227936]
Difference: [0.02320582]

Target: [0.11503812113540049]	Output: [0.1800935530548508]
Difference: [0.06505543]

Target: [0.03661909012164653]	Output: [0.11863124279561334]
Difference: [0.08201215]

Target: [0.9088463384918494]	Output: [0.8307042755453242]
Difference: [0.07814206]

Target: [-0.5634846062428527]	Output: [-0.6530611196335735]
Difference: [0.08957651]

Target: [0.19508516060057066]	Output: [0.6020212939702082]
Difference: [0.40693613]

Target: [0.9823249928667054]	Output: [0.9275540674128208]
Difference: [0.05477093]

Target: [-0.972798496130456]	Output: [-0.7912729471000737]
Difference: [0.18152555]

Target: [-0.8703658098777851]	Output: [-0.8735990562307174]
Difference: [0.00323325]



===TESTING ON SIN_TEST===

Target: [-0.4590640516274793]	Output: [-0.6031559524788142]
Difference: [0.1440919]

Target: [0.8323786066253643]	Output: [0.7847392541101047]
Difference: [0.04763935]

Target: [0.7141293984932625]	Output: [0.7422725323967087]
Difference: [0.02814313]

Target: [-0.862472555803774]	Output: [-0.8391591460297428]
Difference: [0.02331341]

Target: [-0.33769980638840447]	Output: [-0.3389901685152804]
Difference: [0.00129036]

Target: [-0.9999426239570864]	Output: [-0.9093093278744978]
Difference: [0.0906333]

Target: [-0.5678810812360473]	Output: [-0.6557528817884773]
Difference: [0.0878718]

Target: [-0.14481038712916872]	Output: [-0.12641664690887022]
Difference: [0.01839374]

Target: [0.9996046006400241]	Output: [0.8949981895729501]
Difference: [0.10460641]

Target: [-0.7599336013771522]	Output: [-0.8226969279455616]
Difference: [0.06276333]

Target: [-0.6862895263392456]	Output: [-0.6434449938985815]
Difference: [0.04284453]

Target: [-0.38700023773392583]	Output: [-0.257722081219554]
Difference: [0.12927816]

Target: [-0.48878602224216827]	Output: [-0.5317791281462593]
Difference: [0.04299311]

Target: [0.18405405687756446]	Output: [0.11695780417426917]
Difference: [0.06709625]

Target: [0.6588033695332614]	Output: [0.7404729332579585]
Difference: [0.08166956]

Target: [-0.905210561324878]	Output: [-0.8635923319110721]
Difference: [0.04161823]

Target: [0.9387889629986614]	Output: [0.6473444720751467]
Difference: [0.29144449]

Target: [-0.11566612102693746]	Output: [-0.2213529604919243]
Difference: [0.10568684]

Target: [0.7602673311930354]	Output: [0.7793397127735409]
Difference: [0.01907238]

Target: [-0.279994917205386]	Output: [-0.3522430207526123]
Difference: [0.0722481]

Target: [-0.997440240872871]	Output: [-0.94533428350834]
Difference: [0.05210596]

Target: [0.10560905142851931]	Output: [0.07957312523518449]
Difference: [0.02603593]

Target: [-0.2393713721905919]	Output: [-0.32451349394192225]
Difference: [0.08514212]

Target: [-0.18853780478274562]	Output: [-0.09307861735248428]
Difference: [0.09545919]

Target: [-0.42869509700091507]	Output: [-0.3426095755699148]
Difference: [0.08608552]

Target: [0.8081918627430787]	Output: [0.8385091136309576]
Difference: [0.03031725]

Target: [0.9845285700016347]	Output: [0.9252813986717537]
Difference: [0.05924717]

Target: [-0.785001449994344]	Output: [-0.6329377804139105]
Difference: [0.15206367]

Target: [-0.9359083381128055]	Output: [-0.8760303563866497]
Difference: [0.05987798]

Target: [-0.2115516064356662]	Output: [-0.33014774838049193]
Difference: [0.11859614]

Target: [0.29117911787209005]	Output: [0.28055715407368037]
Difference: [0.01062196]

Target: [-0.937122748102168]	Output: [-0.903566901059438]
Difference: [0.03355585]

Target: [0.48933321810940544]	Output: [0.4872077887014617]
Difference: [0.00212543]

Target: [-0.9991948492189213]	Output: [-0.9134123188051917]
Difference: [0.08578253]

Target: [0.7331591367546081]	Output: [0.7489568294841215]
Difference: [0.01579769]

Target: [-0.3554472604890458]	Output: [-0.3111032230593225]
Difference: [0.04434404]

Target: [0.7568768645993629]	Output: [0.6393678341688102]
Difference: [0.11750903]

Target: [-0.9810337114718823]	Output: [-0.7137191213359435]
Difference: [0.26731459]

Target: [-0.04842207674635338]	Output: [-0.024020471520057575]
Difference: [0.02440161]

Target: [0.5362861359889306]	Output: [0.47703052612849445]
Difference: [0.05925561]

Target: [0.720993822554126]	Output: [0.6003855354568125]
Difference: [0.12060829]

Target: [-0.3569571186669753]	Output: [-0.31793372145565046]
Difference: [0.0390234]

Target: [0.10810483119969777]	Output: [0.0887454176043874]
Difference: [0.01935941]

Target: [0.7153263902833196]	Output: [0.5869371136010322]
Difference: [0.12838928]

Target: [-0.009902392871676548]	Output: [-0.011612308145679522]
Difference: [0.00170992]

Target: [-0.9840106664453213]	Output: [-0.6278729043127161]
Difference: [0.35613776]

Target: [-0.6214869737501575]	Output: [-0.6977282617308741]
Difference: [0.07624129]

Target: [-0.911229272976937]	Output: [-0.9705674423395089]
Difference: [0.05933817]

Target: [-0.7098693826345785]	Output: [-0.7544781075500662]
Difference: [0.04460872]

Target: [0.5544191939276715]	Output: [0.6167579666520634]
Difference: [0.06233877]

Average Difference for sin_input: 0.09148715129356148
Average Difference for sin_test: 0.09209502479557974
