SIN with a Learning Rate of: 0.01 and Hidden Unit count of: 6

===PRE-TRAINING TESTING===
Multi Layered Perceptron Size: 4, 6, 1
Epochs: 10000
Learning Rate: 0.01

Target: [-0.9962742389390477]	Output: [0.664111857116728]
Target: [-0.8963808147881029]	Output: [-0.9427442695617018]
Difference: [0.04636345]

Target: [-0.755343326491377]	Output: [-0.820353177498014]
Difference: [0.06500985]

Target: [-0.8931117004699607]	Output: [-0.8245077559107555]
Difference: [0.06860394]

Target: [-0.07328694736989076]	Output: [-0.1522411812720676]
Difference: [0.07895423]

Target: [-0.6927426375373507]	Output: [-0.7486124570028105]
Difference: [0.05586982]

Target: [-0.8266065793429225]	Output: [-0.8476716069683392]
Difference: [0.02106503]

Target: [-0.9919277705867046]	Output: [-0.913312134211983]
Difference: [0.07861564]

Target: [-0.9596869148435597]	Output: [-0.9006059189461799]
Difference: [0.059081]

Target: [0.5416099504935553]	Output: [0.7203312069622113]
Difference: [0.17872126]

Target: [-0.3166195444111617]	Output: [-0.37008325683629734]
Difference: [0.05346371]

Target: [-0.11694841525874099]	Output: [-0.14570436791351576]
Difference: [0.02875595]

Target: [-0.9347050706398212]	Output: [-0.9233549520788283]
Difference: [0.01135012]

Target: [-0.5407893981043207]	Output: [-0.6991784334647145]
Difference: [0.15838904]

Target: [0.9949223869489018]	Output: [0.949358498379619]
Difference: [0.04556389]

Target: [0.5376614306150873]	Output: [0.6497201176953099]
Difference: [0.11205869]

Target: [-0.7140274972705296]	Output: [-0.8280093963392072]
Difference: [0.1139819]

Target: [0.7766646791968076]	Output: [0.7927494444150629]
Difference: [0.01608477]

Target: [-0.8097522729545356]	Output: [-0.6880127584158265]
Difference: [0.12173951]

Target: [-0.8641006000766244]	Output: [-0.8915721172152452]
Difference: [0.02747152]

Target: [-0.5669466996065996]	Output: [-0.7262271472601122]
Difference: [0.15928045]

Target: [0.9935705777242715]	Output: [0.7605299435868724]
Difference: [0.23304063]

Target: [0.5426557575767164]	Output: [0.5892645364433817]
Difference: [0.04660878]

Target: [0.4926114511818249]	Output: [0.5709947629992265]
Difference: [0.07838331]

Target: [-0.9961969975634777]	Output: [-0.9107979012554474]
Difference: [0.0853991]

Target: [-0.9468486056662667]	Output: [-0.7617336376836448]
Difference: [0.18511497]

Target: [0.3800219481834109]	Output: [0.421019584496874]
Difference: [0.04099764]

Target: [-0.6102589238784022]	Output: [-0.6690349815968081]
Difference: [0.05877606]

Target: [-0.3008353653891015]	Output: [-0.7359115382406258]
Difference: [0.43507617]

Target: [-0.7461173550543343]	Output: [-0.773252538174628]
Difference: [0.02713518]

Target: [-0.9394842699814316]	Output: [-0.8437155477810233]
Difference: [0.09576872]

Target: [-0.8832216010694277]	Output: [-0.7620771820360509]
Difference: [0.12114442]

Target: [-0.12228477943033288]	Output: [-0.16696244812756184]
Difference: [0.04467767]

Target: [-0.8603528254927427]	Output: [-0.80953894875585]
Difference: [0.05081388]

Target: [0.9684574297781149]	Output: [0.9224977403682493]
Difference: [0.04595969]

Target: [-0.9967492741689845]	Output: [-0.8808515242910151]
Difference: [0.11589775]

Target: [0.5061668104176145]	Output: [0.6304603061501111]
Difference: [0.1242935]

Target: [0.2741886583459019]	Output: [0.30577717443922264]
Difference: [0.03158852]

Target: [-0.7059503410118634]	Output: [-0.7236359425209534]
Difference: [0.0176856]

Target: [-0.9200225372207456]	Output: [-0.9255628102204244]
Difference: [0.00554027]

Target: [-0.9521904985910824]	Output: [-0.9048751943459767]
Difference: [0.0473153]

Target: [0.6864942335197539]	Output: [0.753902911419095]
Difference: [0.06740868]

Target: [0.010968214925329197]	Output: [-0.0034188970322261494]
Difference: [0.01438711]

Target: [-0.3014691796146429]	Output: [-0.4782623628174618]
Difference: [0.17679318]

Target: [-0.718143820827768]	Output: [-0.7322824199364402]
Difference: [0.0141386]

Target: [-0.9407888156882801]	Output: [-0.8697615064724339]
Difference: [0.07102731]

Target: [-0.45210216365553746]	Output: [-0.5122273884128011]
Difference: [0.06012522]

Target: [-0.5273776506892618]	Output: [-0.6557954078365914]
Difference: [0.12841776]

Target: [-0.7667926930849627]	Output: [-0.7937469885133571]
Difference: [0.0269543]

Target: [0.867835600412366]	Output: [0.8959916856998232]
Difference: [0.02815609]

Target: [-0.05209148838416725]	Output: [0.0556995298377682]
Difference: [0.10779102]

Target: [0.032434764807311445]	Output: [-0.12247441871023831]
Difference: [0.15490918]

Target: [-0.9280838101449852]	Output: [-0.8018742763660685]
Difference: [0.12620953]

Target: [-0.8632415288622443]	Output: [-0.8868833678139234]
Difference: [0.02364184]

Target: [-0.9979546685128251]	Output: [-0.9008951173530223]
Difference: [0.09705955]

Target: [0.17789892505546198]	Output: [0.17918808960869922]
Difference: [0.00128916]

Target: [0.6753074802909956]	Output: [0.8917058327746739]
Difference: [0.21639835]

Target: [-0.6240511162167264]	Output: [-0.6737385389997871]
Difference: [0.04968742]

Target: [-0.6705658771359921]	Output: [-0.7427039569007237]
Difference: [0.07213808]

Target: [-0.5171685028787196]	Output: [-0.6590110282067928]
Difference: [0.14184253]

Target: [0.9699725360341119]	Output: [0.8831195423834373]
Difference: [0.08685299]

Target: [-0.9454652083964414]	Output: [-0.9198941152108246]
Difference: [0.02557109]

Target: [-0.07240802237539927]	Output: [0.06510083256825207]
Difference: [0.13750885]

Target: [0.6624815020231051]	Output: [0.7538497908101383]
Difference: [0.09136829]

Target: [0.33776471878130615]	Output: [0.42375708602995255]
Difference: [0.08599237]

Target: [0.932813190781863]	Output: [0.8356136257002874]
Difference: [0.09719957]

Target: [0.3797942247127122]	Output: [0.5658191096933964]
Difference: [0.18602488]

Target: [-0.27382776579490087]	Output: [-0.4367189486844264]
Difference: [0.16289118]

Target: [-0.961466351316671]	Output: [-0.9079236644103627]
Difference: [0.05354269]

Target: [0.13990041084334243]	Output: [0.10044031367255453]
Difference: [0.0394601]

Target: [0.8294249732917411]	Output: [0.824555935667415]
Difference: [0.00486904]

Target: [-0.10446445982267306]	Output: [-0.08394381641426354]
Difference: [0.02052064]

Target: [0.9031613130593963]	Output: [0.8995445721345442]
Difference: [0.00361674]

Target: [-0.2306620503068373]	Output: [-0.2653947618734784]
Difference: [0.03473271]

Target: [-0.9993610464285659]	Output: [-0.9233444171575749]
Difference: [0.07601663]

Target: [0.40668131469175883]	Output: [0.4783111069244305]
Difference: [0.07162979]

Target: [-0.3882237263139381]	Output: [-0.49266095691575834]
Difference: [0.10443723]

Target: [0.5494913059555586]	Output: [0.6072835662016144]
Difference: [0.05779226]

Target: [0.35786421393922313]	Output: [0.403256479514602]
Difference: [0.04539227]

Target: [0.4220073122241835]	Output: [0.5330724421481756]
Difference: [0.11106513]

Target: [-0.8357392957757819]	Output: [-0.8847975219237137]
Difference: [0.04905823]

Target: [-0.7260153175889522]	Output: [-0.7555606377337627]
Difference: [0.02954532]

Target: [0.34024278780157396]	Output: [0.3960763570221532]
Difference: [0.05583357]

Target: [-0.9572353497094076]	Output: [-0.889881570934102]
Difference: [0.06735378]

Target: [-0.7272782045147547]	Output: [-0.7708095506197301]
Difference: [0.04353135]

Target: [0.5860940887451339]	Output: [0.7237750971391925]
Difference: [0.13768101]

Target: [-0.96464004475784]	Output: [-0.8861654109691416]
Difference: [0.07847463]

Target: [0.8423818832714376]	Output: [0.7924871695396308]
Difference: [0.04989471]

Target: [-0.9924629737299328]	Output: [-0.9062813166054012]
Difference: [0.08618166]

Target: [0.9266146058731299]	Output: [0.7823198461618084]
Difference: [0.14429476]

Target: [-0.6005240468538727]	Output: [-0.7554934948045585]
Difference: [0.15496945]

Target: [-0.44992938877796834]	Output: [-0.5368056935157014]
Difference: [0.0868763]

Target: [-0.8791518002565563]	Output: [-0.8484379478393829]
Difference: [0.03071385]

Target: [-0.7130827499479455]	Output: [-0.7371133408391134]
Difference: [0.02403059]

Target: [-0.7074190660093999]	Output: [-0.8283802536792116]
Difference: [0.12096119]

Target: [-0.9994733401447647]	Output: [-0.9624270197176438]
Difference: [0.03704632]

Target: [0.998315523343245]	Output: [0.8487547600240699]
Difference: [0.14956076]

Target: [0.4699861043714325]	Output: [0.48700639632252446]
Difference: [0.01702029]

Target: [-0.9122420372541177]	Output: [-0.9344682251270415]
Difference: [0.02222619]

Target: [-0.9881561002548371]	Output: [-0.9426179757070946]
Difference: [0.04553812]

Target: [0.13178762573941732]	Output: [0.15005752666546066]
Difference: [0.0182699]

Target: [0.016712998301232126]	Output: [-0.02567462499026701]
Difference: [0.04238762]

Target: [-0.9509519920915654]	Output: [-0.9398089426877184]
Difference: [0.01114305]

Target: [0.8581862592305127]	Output: [0.8494900981454756]
Difference: [0.00869616]

Target: [-0.9202451230394904]	Output: [-0.7648252977546838]
Difference: [0.15541983]

Target: [-0.5875159542530592]	Output: [-0.6579990563418046]
Difference: [0.0704831]

Target: [0.6588387797133367]	Output: [0.7065307869907772]
Difference: [0.04769201]

Target: [0.9054597705580449]	Output: [0.9259206162179495]
Difference: [0.02046085]

Target: [-0.911800407049843]	Output: [-0.8781539095669171]
Difference: [0.0336465]

Target: [0.42858886104382027]	Output: [0.6496746671716123]
Difference: [0.22108581]

Target: [0.7279548350772131]	Output: [0.7633842657171621]
Difference: [0.03542943]

Target: [0.9707411706444014]	Output: [0.8242459686750517]
Difference: [0.1464952]

Target: [0.7295523955167453]	Output: [0.6338921155140785]
Difference: [0.09566028]

Target: [-0.08737457591235312]	Output: [-0.20464633916288924]
Difference: [0.11727176]

Target: [-0.9980378495474241]	Output: [-0.9390265667635854]
Difference: [0.05901128]

Target: [0.9841779251845878]	Output: [0.8797145884953476]
Difference: [0.10446334]

Target: [0.9434076366755457]	Output: [0.870656188374033]
Difference: [0.07275145]

Target: [-0.13845695354719492]	Output: [-0.29599010039146245]
Difference: [0.15753315]

Target: [-0.5180814237812104]	Output: [-0.6147770458310845]
Difference: [0.09669562]

Target: [-0.9999375749591265]	Output: [-0.9233974520188477]
Difference: [0.07654012]

Target: [-0.1825497406512268]	Output: [-0.17715249146601714]
Difference: [0.00539725]

Target: [0.9885948020657046]	Output: [0.9410529378043578]
Difference: [0.04754186]

Target: [-0.9201452431814352]	Output: [-0.8704956866969438]
Difference: [0.04964956]

Target: [-0.6918677145282278]	Output: [-0.7737494510293824]
Difference: [0.08188174]

Target: [0.7052354014159343]	Output: [0.7901102692471568]
Difference: [0.08487487]

Target: [-0.7396510303585323]	Output: [-0.8716953592601786]
Difference: [0.13204433]

Target: [0.2666843226334981]	Output: [0.31813536930568037]
Difference: [0.05145105]

Target: [-0.9602812690595126]	Output: [-0.8444073451446004]
Difference: [0.11587392]

Target: [-0.9998184514704342]	Output: [-0.9177085685497428]
Difference: [0.08210988]

Target: [0.8581763332127297]	Output: [0.7758133812825488]
Difference: [0.08236295]

Target: [0.2876151865818289]	Output: [0.32831357480576306]
Difference: [0.04069839]

Target: [0.7060199338601191]	Output: [0.7956656829818716]
Difference: [0.08964575]

Target: [0.7612917065412435]	Output: [0.7842194478225265]
Difference: [0.02292774]

Target: [0.7777071355846853]	Output: [0.8420738264084471]
Difference: [0.06436669]

Target: [-0.6371173193203558]	Output: [-0.715241616177299]
Difference: [0.0781243]

Target: [-0.22932666301413393]	Output: [-0.267577968567353]
Difference: [0.03825131]

Target: [0.7501539354340749]	Output: [0.798086589886599]
Difference: [0.04793265]

Target: [-0.9158709608923659]	Output: [-0.8461479306737962]
Difference: [0.06972303]

Target: [-0.8231241771353545]	Output: [-0.8298280382334826]
Difference: [0.00670386]

Target: [0.6237396990937062]	Output: [0.7174970121271259]
Difference: [0.09375731]

Target: [-0.5538508991937576]	Output: [-0.541869940299775]
Difference: [0.01198096]

Target: [0.1478610221812988]	Output: [0.23392969974662278]
Difference: [0.08606868]

Target: [0.44614732899257237]	Output: [0.4702956693727756]
Difference: [0.02414834]

Target: [-0.5076982942050744]	Output: [-0.6425524909063536]
Difference: [0.1348542]

Target: [0.2450835341711571]	Output: [0.41200459868564593]
Difference: [0.16692106]

Target: [-0.5025392547646956]	Output: [-0.630615295188905]
Difference: [0.12807604]

Target: [0.6842171606163812]	Output: [0.7435251109447527]
Difference: [0.05930795]

Target: [0.9974586418797593]	Output: [0.8829944295851089]
Difference: [0.11446421]

Target: [-0.9699539897866046]	Output: [-0.9189188495499709]
Difference: [0.05103514]

Target: [-0.2441453458478923]	Output: [-0.28981172460005517]
Difference: [0.04566638]

Target: [-0.24305643420055698]	Output: [-0.30587947889718414]
Difference: [0.06282304]

Target: [0.6245690874052652]	Output: [0.7178890249126109]
Difference: [0.09331994]

Target: [-0.9017851240658081]	Output: [-0.8344878926902459]
Difference: [0.06729723]

Target: [-0.9926709479772059]	Output: [-0.8937142999261309]
Difference: [0.09895665]

Target: [0.3671006964775524]	Output: [0.4453746683850599]
Difference: [0.07827397]

Target: [-0.9727410505478081]	Output: [-0.9232298119044448]
Difference: [0.04951124]

Target: [0.8048701562239114]	Output: [0.8066824259450475]
Difference: [0.00181227]

Target: [-0.5522634857209883]	Output: [-0.7298171389386566]
Difference: [0.17755365]

Target: [0.4984866115061008]	Output: [0.611561524934441]
Difference: [0.11307491]

Target: [0.6333990287358656]	Output: [0.7805484153554256]
Difference: [0.14714939]

Target: [0.01865488693161553]	Output: [0.03224168686858484]
Difference: [0.0135868]

Target: [0.5427051420040157]	Output: [0.8892229451206214]
Difference: [0.3465178]

Target: [0.011083312312923217]	Output: [-0.578070061222806]
Difference: [0.58915337]

Target: [0.6496131288865862]	Output: [0.7404251202522659]
Difference: [0.09081199]

Target: [0.8807971002521483]	Output: [0.8802392083291442]
Difference: [0.00055789]

Target: [-0.9296731421221216]	Output: [-0.8797386105092462]
Difference: [0.04993453]

Target: [0.011494907737832514]	Output: [-0.16521770230951452]
Difference: [0.17671261]

Target: [-0.20724255765796457]	Output: [-0.21210679079143197]
Difference: [0.00486423]

Target: [0.9963951349548519]	Output: [0.8593996995504285]
Difference: [0.13699544]

Target: [0.3428036465499808]	Output: [0.3670531444037756]
Difference: [0.0242495]

Target: [0.06623538227877573]	Output: [0.16624415834060313]
Difference: [0.10000878]

Target: [-0.9203980115357291]	Output: [-0.862538632512421]
Difference: [0.05785938]

Target: [0.45016965450236607]	Output: [0.5905662379397727]
Difference: [0.14039658]

Target: [-0.9355912955287785]	Output: [-0.8748517405880353]
Difference: [0.06073955]

Target: [-0.9967052033617775]	Output: [-0.9016719981211345]
Difference: [0.09503321]

Target: [0.8768732466144241]	Output: [0.8500442906387573]
Difference: [0.02682896]

Target: [0.5912764858499167]	Output: [0.6767278453640464]
Difference: [0.08545136]

Target: [0.35379060704841697]	Output: [0.398795437246871]
Difference: [0.04500483]

Target: [0.6986445005015203]	Output: [0.740435060934829]
Difference: [0.04179056]

Target: [-0.5760790790794587]	Output: [-0.6305961799930145]
Difference: [0.0545171]

Target: [0.2668474840454844]	Output: [0.2649051112836775]
Difference: [0.00194237]



===TESTING ON SIN_TEST===

Target: [0.6473703972503521]	Output: [0.709515563245322]
Difference: [0.06214517]

Target: [-0.6081665030169886]	Output: [-0.7785482786851177]
Difference: [0.17038178]

Target: [0.5910821439783832]	Output: [0.7649014938696453]
Difference: [0.17381935]

Target: [-0.5525599945565525]	Output: [-0.5328459318213606]
Difference: [0.01971406]

Target: [-0.8830540507710206]	Output: [-0.8322441946569467]
Difference: [0.05080986]

Target: [0.8372912809511377]	Output: [0.8497294070578397]
Difference: [0.01243813]

Target: [-0.0029685655402369314]	Output: [0.026044628398868636]
Difference: [0.02901319]

Target: [0.11398556362410604]	Output: [0.24267515699674672]
Difference: [0.12868959]

Target: [-0.7103495711343275]	Output: [-0.802176468285964]
Difference: [0.0918269]

Target: [-0.8770399743537637]	Output: [-0.8246246663219997]
Difference: [0.05241531]

Target: [0.9472473487762818]	Output: [0.906874545596253]
Difference: [0.0403728]

Target: [0.6528680542796423]	Output: [0.7180150263070487]
Difference: [0.06514697]

Target: [0.998439640691571]	Output: [0.7762925983658409]
Difference: [0.22214704]

Target: [-0.5855782421332645]	Output: [-0.6340543851232403]
Difference: [0.04847614]

Target: [-0.9482957671752732]	Output: [-0.8508909249658131]
Difference: [0.09740484]

Target: [-0.8291213542948147]	Output: [-0.699094122660642]
Difference: [0.13002723]

Target: [0.41755082580872854]	Output: [0.6010184876366922]
Difference: [0.18346766]

Target: [0.9757142053099241]	Output: [0.9656413682833935]
Difference: [0.01007284]

Target: [0.9983725322977425]	Output: [0.9209061411344412]
Difference: [0.07746639]

Target: [-0.9874997917356733]	Output: [-0.8890099967885369]
Difference: [0.09848979]

Target: [0.40848211990949657]	Output: [0.5955082936948402]
Difference: [0.18702617]

Target: [-0.8898507582433821]	Output: [-0.7727731307362738]
Difference: [0.11707763]

Target: [-0.6918779994404587]	Output: [-0.7920869543707926]
Difference: [0.10020895]

Target: [0.3886850090651325]	Output: [0.40562031807327614]
Difference: [0.01693531]

Target: [-0.7066631141089954]	Output: [-0.6983473970494317]
Difference: [0.00831572]

Target: [0.9999953337709954]	Output: [0.8844665575260653]
Difference: [0.11552878]

Target: [-0.9780471186292474]	Output: [-0.9077663171031076]
Difference: [0.0702808]

Target: [0.9667224574595026]	Output: [0.7420876595485489]
Difference: [0.2246348]

Target: [0.5358148961736549]	Output: [0.6307794253676436]
Difference: [0.09496453]

Target: [0.9953029325976995]	Output: [0.9282355694716118]
Difference: [0.06706736]

Target: [0.9715549953937305]	Output: [0.8918092453838664]
Difference: [0.07974575]

Target: [0.8660148800905447]	Output: [0.8600252271974256]
Difference: [0.00598965]

Target: [0.8581426652134635]	Output: [0.878516178598983]
Difference: [0.02037351]

Target: [0.5364273961296383]	Output: [0.5248523991386128]
Difference: [0.011575]

Target: [-0.7696024282757417]	Output: [-0.8048313861475156]
Difference: [0.03522896]

Target: [0.36472257205003533]	Output: [0.3593734226125446]
Difference: [0.00534915]

Target: [0.5981679141519445]	Output: [0.7208484177037262]
Difference: [0.1226805]

Target: [0.9024831895119252]	Output: [0.843090621923089]
Difference: [0.05939257]

Target: [0.9986429984362525]	Output: [0.9088994416418051]
Difference: [0.08974356]

Target: [0.9650684482855263]	Output: [0.7008614384919105]
Difference: [0.26420701]

Target: [0.5372056225859086]	Output: [0.7312930008028772]
Difference: [0.19408738]

Target: [0.06987502834034491]	Output: [0.15849807663949828]
Difference: [0.08862305]

Target: [-0.12852740191890152]	Output: [-0.31562936875605413]
Difference: [0.18710197]

Target: [0.6352193412011984]	Output: [0.6970766402612569]
Difference: [0.0618573]

Target: [0.6237475332850313]	Output: [0.6490069271195478]
Difference: [0.02525939]

Target: [0.9763610089566236]	Output: [0.9036018791912781]
Difference: [0.07275913]

Target: [-0.04614561693003419]	Output: [-0.03765853805415319]
Difference: [0.00848708]

Target: [-0.8729154529845163]	Output: [-0.9379834229264122]
Difference: [0.06506797]

Target: [-0.8141958426571707]	Output: [-0.8655613497949545]
Difference: [0.05136551]

Target: [-0.13444181627823074]	Output: [-0.20195598730621486]
Difference: [0.06751417]

Average Difference for sin_input: 0.08487036715524318
Average Difference for sin_test: 0.08203160655798934
