SIN with a Learning Rate of: 0.1 and Hidden Unit count of: 5

===PRE-TRAINING TESTING===
Multi Layered Perceptron Size: 4, 5, 1
Epochs: 10000
Learning Rate: 0.1

Target: [0.25848275015535327]	Output: [-0.9678031934438629]
Difference: [0.05544314]

Target: [-0.7682664420528964]	Output: [-0.7119067255509737]
Difference: [0.05635972]

Target: [0.6144206225458567]	Output: [0.7816642745723779]
Difference: [0.16724365]

Target: [-0.9560175558316005]	Output: [-0.9221532319206843]
Difference: [0.03386432]

Target: [0.23701548250261414]	Output: [0.48175436754591267]
Difference: [0.24473889]

Target: [0.9747531380671189]	Output: [0.9580731629638106]
Difference: [0.01667998]

Target: [-0.7767602412713971]	Output: [-0.8274556518915331]
Difference: [0.05069541]

Target: [0.9965059704931308]	Output: [0.9260652194742559]
Difference: [0.07044075]

Target: [-0.9997123534230576]	Output: [-0.9594866359012256]
Difference: [0.04022572]

Target: [0.8309550590883502]	Output: [0.7827050735144845]
Difference: [0.04824999]

Target: [0.9865963915499572]	Output: [0.915692261516777]
Difference: [0.07090413]

Target: [-0.7767186118093143]	Output: [-0.762537880994783]
Difference: [0.01418073]

Target: [0.737612196154329]	Output: [0.8063472507799251]
Difference: [0.06873505]

Target: [0.23828187531994127]	Output: [0.3479831279762756]
Difference: [0.10970125]

Target: [0.6388914409901496]	Output: [0.6686639515569337]
Difference: [0.02977251]

Target: [0.7511418734507034]	Output: [0.7341468110797621]
Difference: [0.01699506]

Target: [0.9998842542261458]	Output: [0.8766750446604228]
Difference: [0.12320921]

Target: [0.9368196195952266]	Output: [0.9169036924530765]
Difference: [0.01991593]

Target: [-0.6744806396054742]	Output: [-0.7801971006898275]
Difference: [0.10571646]

Target: [-0.1772446835595148]	Output: [0.047191765204186796]
Difference: [0.22443645]

Target: [0.805159726044856]	Output: [0.8075055853083764]
Difference: [0.00234586]

Target: [0.7962216480197006]	Output: [0.7461353787338862]
Difference: [0.05008627]

Target: [0.8638668786420199]	Output: [0.8359270941836215]
Difference: [0.02793978]

Target: [-0.7742761270933327]	Output: [-0.784804525091742]
Difference: [0.0105284]

Target: [-0.955027582765842]	Output: [-0.8080632757691184]
Difference: [0.14696431]

Target: [-0.28650058655622446]	Output: [-0.20171487114719683]
Difference: [0.08478572]

Target: [0.7995126225884928]	Output: [0.817859226785781]
Difference: [0.0183466]

Target: [-0.8582236057195338]	Output: [-0.8877926355116553]
Difference: [0.02956903]

Target: [-0.9944863908543551]	Output: [-0.878406385687313]
Difference: [0.11608001]

Target: [0.777772877195195]	Output: [0.8040487773098094]
Difference: [0.0262759]

Target: [-0.35546136120424954]	Output: [-0.6035497142425831]
Difference: [0.24808835]

Target: [0.9246958662782558]	Output: [0.6857759736545198]
Difference: [0.23891989]

Target: [-0.26810891399825687]	Output: [-0.060829860445640066]
Difference: [0.20727905]

Target: [-0.9896807131893817]	Output: [-0.9242255803969466]
Difference: [0.06545513]

Target: [-0.813580066085759]	Output: [-0.8606550898244341]
Difference: [0.04707502]

Target: [0.1468688752285524]	Output: [0.7748425683839263]
Difference: [0.62797369]

Target: [0.8808246153250509]	Output: [0.7254806585301782]
Difference: [0.15534396]

Target: [0.9347904896114386]	Output: [0.816204199054192]
Difference: [0.11858629]

Target: [-0.8947065076814191]	Output: [-0.8196746900793721]
Difference: [0.07503182]

Target: [-0.47936066203751193]	Output: [-0.5675970870801292]
Difference: [0.08823643]

Target: [-0.9375083156308203]	Output: [-0.915479496851848]
Difference: [0.02202882]

Target: [0.5925182793813822]	Output: [0.6388091366287303]
Difference: [0.04629086]

Target: [-0.4394350084688865]	Output: [-0.6476574557938612]
Difference: [0.20822245]

Target: [0.26054754196113167]	Output: [0.2840223987996226]
Difference: [0.02347486]

Target: [0.9291591538235232]	Output: [0.8604449231947076]
Difference: [0.06871423]

Target: [0.9703645282896388]	Output: [0.9429954857410965]
Difference: [0.02736904]

Target: [-0.42306665240426106]	Output: [-0.2830247154469715]
Difference: [0.14004194]

Target: [0.08030717593967476]	Output: [0.2883784415216294]
Difference: [0.20807127]

Target: [-0.3182313792087843]	Output: [-0.1883334765979242]
Difference: [0.1298979]

Target: [0.5905739237182038]	Output: [0.5059910078690131]
Difference: [0.08458292]

Target: [0.5382776286330226]	Output: [0.7951738507268706]
Difference: [0.25689622]

Target: [0.1485796802423918]	Output: [0.3755989387720858]
Difference: [0.22701926]

Target: [-0.8048517161776931]	Output: [-0.7604488443990173]
Difference: [0.04440287]

Target: [-0.8844634065644188]	Output: [-0.7910106883046899]
Difference: [0.09345272]

Target: [-0.8345916365317716]	Output: [-0.8164547493614569]
Difference: [0.01813689]

Target: [0.6433456856780948]	Output: [0.807255375988379]
Difference: [0.16390969]

Target: [0.9996739886271866]	Output: [0.9232534250369382]
Difference: [0.07642056]

Target: [0.8835981575967181]	Output: [0.8977163693437918]
Difference: [0.01411821]

Target: [0.10812837550263496]	Output: [-0.8395281581599422]
Difference: [0.94765653]

Target: [0.7486312325038389]	Output: [0.8763417567085198]
Difference: [0.12771052]

Target: [0.18541629888484373]	Output: [0.10539236849120558]
Difference: [0.08002393]

Target: [0.6589576196884697]	Output: [0.644917318167759]
Difference: [0.0140403]

Target: [-0.8648505235802393]	Output: [-0.7885290554150577]
Difference: [0.07632147]

Target: [-0.4796109401848204]	Output: [-0.33633937447808926]
Difference: [0.14327157]

Target: [0.9950034776841971]	Output: [0.928103153679818]
Difference: [0.06690032]

Target: [-0.020978710386084502]	Output: [-0.2584058472097701]
Difference: [0.23742714]

Target: [0.35811250242858605]	Output: [0.380530642965058]
Difference: [0.02241814]

Target: [-0.431254607326125]	Output: [-0.6018203253711844]
Difference: [0.17056572]

Target: [-0.5087109514840742]	Output: [-0.6295840956621033]
Difference: [0.12087314]

Target: [0.46803601490109453]	Output: [0.6409390525630589]
Difference: [0.17290304]

Target: [-0.05492426350180673]	Output: [-0.20976602220929472]
Difference: [0.15484176]

Target: [0.2007909117623152]	Output: [0.5014634190506975]
Difference: [0.30067251]

Target: [0.848040310545287]	Output: [0.8163567057262142]
Difference: [0.0316836]

Target: [-0.7690431824764644]	Output: [-0.6882843390403462]
Difference: [0.08075884]

Target: [-0.9711217170335547]	Output: [-0.8831742520863483]
Difference: [0.08794746]

Target: [-0.3745096169614595]	Output: [-0.5008704960716446]
Difference: [0.12636088]

Target: [-0.36315361488819015]	Output: [-0.46246327936743264]
Difference: [0.09930966]

Target: [0.7174118803571133]	Output: [0.6801586492479512]
Difference: [0.03725323]

Target: [0.6829709413182301]	Output: [0.9349183621175335]
Difference: [0.25194742]

Target: [-0.6054821746607273]	Output: [-0.609683052359875]
Difference: [0.00420088]

Target: [-0.7299746582029352]	Output: [-0.7432910769014655]
Difference: [0.01331642]

Target: [0.8680755767663911]	Output: [0.896645508702278]
Difference: [0.02856993]

Target: [0.25843382242838464]	Output: [0.531129986458006]
Difference: [0.27269616]

Target: [-0.974060823995347]	Output: [-0.8936265534914535]
Difference: [0.08043427]

Target: [0.8337715359495038]	Output: [0.801493043106237]
Difference: [0.03227849]

Target: [-0.9852955333852569]	Output: [-0.9201621833303243]
Difference: [0.06513335]

Target: [-0.7136067325499997]	Output: [-0.8233011182406539]
Difference: [0.10969439]

Target: [-0.7035782477210751]	Output: [-0.7984705994976672]
Difference: [0.09489235]

Target: [0.49860566530926753]	Output: [0.6467856457185742]
Difference: [0.14817998]

Target: [-0.9948925203643798]	Output: [-0.9036688100064627]
Difference: [0.09122371]

Target: [0.9815630614331747]	Output: [0.8689942741957389]
Difference: [0.11256879]

Target: [0.955537515899632]	Output: [0.864580996037789]
Difference: [0.09095652]

Target: [-0.7151416353510802]	Output: [-0.867738974913694]
Difference: [0.15259734]

Target: [-0.6454025784774841]	Output: [-0.7173007803645332]
Difference: [0.0718982]

Target: [-0.4575513929232339]	Output: [-0.566382824267616]
Difference: [0.10883143]

Target: [-0.8421380015163679]	Output: [-0.8819420855329412]
Difference: [0.03980408]

Target: [0.853060752720035]	Output: [0.8196539864813941]
Difference: [0.03340677]

Target: [-0.9038447865645489]	Output: [-0.778770948616025]
Difference: [0.12507384]

Target: [-0.9981928546544417]	Output: [-0.9239538154875694]
Difference: [0.07423904]

Target: [-0.15108822415208195]	Output: [-0.1362399580508168]
Difference: [0.01484827]

Target: [-0.4559726762325804]	Output: [-0.6194306733893123]
Difference: [0.163458]

Target: [0.948386766931158]	Output: [0.8575107490774851]
Difference: [0.09087602]

Target: [-0.7409314959854314]	Output: [-0.7223141966522281]
Difference: [0.0186173]

Target: [-0.3236749405716818]	Output: [-0.778355919455031]
Difference: [0.45468098]

Target: [-0.9863777976394926]	Output: [-0.8867416443907482]
Difference: [0.09963615]

Target: [0.9672411906519571]	Output: [0.9394533409154419]
Difference: [0.02778785]

Target: [-0.8434619281140757]	Output: [-0.9026210193962332]
Difference: [0.05915909]

Target: [-0.984492804935386]	Output: [-0.7771341556659612]
Difference: [0.20735865]

Target: [-0.5852943416558816]	Output: [-0.6689133181238569]
Difference: [0.08361898]

Target: [-0.2528543023749115]	Output: [-0.3436070225350993]
Difference: [0.09075272]

Target: [0.9443836211442528]	Output: [0.8896143368791426]
Difference: [0.05476928]

Target: [0.9786234642908834]	Output: [0.8795948301140077]
Difference: [0.09902863]

Target: [-0.4513970591755972]	Output: [-0.7877083119313238]
Difference: [0.33631125]

Target: [-0.36349628543881857]	Output: [-0.4559296226573173]
Difference: [0.09243334]

Target: [-0.49204373436233995]	Output: [-0.7401340791580586]
Difference: [0.24809034]

Target: [0.06785694433673865]	Output: [0.16924858414353722]
Difference: [0.10139164]

Target: [-0.017799346757539594]	Output: [-0.09280007013512266]
Difference: [0.07500072]

Target: [-0.09218583773750855]	Output: [0.04073138940462709]
Difference: [0.13291723]

Target: [0.9807281290992751]	Output: [0.927679974355559]
Difference: [0.05304815]

Target: [0.9486623887370715]	Output: [0.8627184463219759]
Difference: [0.08594394]

Target: [0.7918613182849333]	Output: [0.8362113531480309]
Difference: [0.04435003]

Target: [-0.9276420990453212]	Output: [-0.871544271801573]
Difference: [0.05609783]

Target: [0.9186350182056311]	Output: [0.7582868755067516]
Difference: [0.16034814]

Target: [0.7622664310430489]	Output: [0.8259681543550146]
Difference: [0.06370172]

Target: [0.08006234361298674]	Output: [0.008959428348946604]
Difference: [0.07110292]

Target: [0.4168964067584198]	Output: [0.6977103499419169]
Difference: [0.28081394]

Target: [-0.3096302656836674]	Output: [-0.5121825470007327]
Difference: [0.20255228]

Target: [-0.4573393583295192]	Output: [-0.4853104558729669]
Difference: [0.0279711]

Target: [-0.9927615039690737]	Output: [-0.9392015450396182]
Difference: [0.05355996]

Target: [0.7630274501553412]	Output: [0.752128797787233]
Difference: [0.01089865]

Target: [-0.31394498646816543]	Output: [-0.37125153388945176]
Difference: [0.05730655]

Target: [0.521940325186178]	Output: [0.6432371395608224]
Difference: [0.12129681]

Target: [-0.37089542261074687]	Output: [-0.8250220808132988]
Difference: [0.45412666]

Target: [0.8188493047448435]	Output: [0.822204419616088]
Difference: [0.00335511]

Target: [0.912538668772086]	Output: [0.9344986818412866]
Difference: [0.02196001]

Target: [0.5000862636293214]	Output: [0.5699556119696978]
Difference: [0.06986935]

Target: [-0.9981007835882967]	Output: [-0.8562781562869713]
Difference: [0.14182263]

Target: [0.4663854209808111]	Output: [0.6011312379160272]
Difference: [0.13474582]

Target: [0.9950097979939126]	Output: [0.828383383882072]
Difference: [0.16662641]

Target: [-0.6341205603844463]	Output: [-0.7795370258973329]
Difference: [0.14541647]

Target: [-0.4028103200875225]	Output: [-0.21126960113909085]
Difference: [0.19154072]

Target: [0.3345812079724444]	Output: [0.7866680602338157]
Difference: [0.45208685]

Target: [0.6418746355139345]	Output: [0.8333144658582677]
Difference: [0.19143983]

Target: [-0.24789336735263043]	Output: [-0.5082957079955839]
Difference: [0.26040234]

Target: [-0.9963928444906289]	Output: [-0.8819109853225771]
Difference: [0.11448186]

Target: [-0.009663281255153278]	Output: [0.0814013206443475]
Difference: [0.0910646]

Target: [0.8502542580197798]	Output: [0.819269055531828]
Difference: [0.0309852]

Target: [-0.42197819017555]	Output: [-0.44875696224984957]
Difference: [0.02677877]

Target: [-0.6975460943676358]	Output: [-0.8354436175656929]
Difference: [0.13789752]

Target: [-0.9532403689453981]	Output: [-0.8041951522162354]
Difference: [0.14904522]

Target: [-0.288773752155181]	Output: [-0.3835270874670119]
Difference: [0.09475334]

Target: [0.8974047154606858]	Output: [0.9639024959225492]
Difference: [0.06649778]

Target: [0.5115410043540423]	Output: [0.6332889191512016]
Difference: [0.12174791]

Target: [-0.9917392192512013]	Output: [-0.910492687520291]
Difference: [0.08124653]

Target: [-0.8766020961699243]	Output: [-0.8219791955766981]
Difference: [0.0546229]

Target: [0.780787657294601]	Output: [0.8297044659790958]
Difference: [0.04891681]

Target: [0.6669669094531872]	Output: [0.746132425608075]
Difference: [0.07916552]

Target: [0.8474766248269912]	Output: [0.9363514768628793]
Difference: [0.08887485]

Target: [0.9914329647478446]	Output: [0.904312372691007]
Difference: [0.08712059]

Target: [-0.004242940032137865]	Output: [0.14642541318748]
Difference: [0.15066835]

Target: [-0.37313846404952206]	Output: [-0.36133670441825166]
Difference: [0.01180176]

Target: [-0.42581236734727673]	Output: [-0.14278738940472513]
Difference: [0.28302498]

Target: [0.9990595604223866]	Output: [0.8334906338948124]
Difference: [0.16556893]

Target: [0.9885442286327611]	Output: [0.9395037978285047]
Difference: [0.04904043]

Target: [0.9138863796555788]	Output: [0.9444046493241571]
Difference: [0.03051827]

Target: [-0.006627917512329009]	Output: [0.08997734315673193]
Difference: [0.09660526]

Target: [0.5767116913363257]	Output: [0.7509064205499882]
Difference: [0.17419473]

Target: [-0.25374656947760466]	Output: [-0.2623254245946146]
Difference: [0.00857886]

Target: [0.42750373503345745]	Output: [0.531097607665838]
Difference: [0.10359387]

Target: [-0.5290470521370397]	Output: [-0.6021855859851252]
Difference: [0.07313853]

Target: [0.65418642195901]	Output: [0.6699843365281992]
Difference: [0.01579791]

Target: [0.9994445108668724]	Output: [0.9739913227978017]
Difference: [0.02545319]

Target: [-0.29089132416736746]	Output: [-0.30895905342920477]
Difference: [0.01806773]

Target: [0.8634060167197893]	Output: [0.8643508375823861]
Difference: [0.00094482]

Target: [-0.9889759412398897]	Output: [-0.8882199800104951]
Difference: [0.10075596]

Target: [-0.8815234305335371]	Output: [-0.8108103742583131]
Difference: [0.07071306]

Target: [-0.3859706664253885]	Output: [-0.48938086411808124]
Difference: [0.1034102]

Target: [0.9294188868024985]	Output: [0.711049313603102]
Difference: [0.21836957]

Target: [-0.19411807084947186]	Output: [-0.4003171460952516]
Difference: [0.20619908]

Target: [0.904660434974916]	Output: [0.8450701319760376]
Difference: [0.0595903]



===TESTING ON SIN_TEST===

Target: [0.945600260771315]	Output: [0.9182275832839485]
Difference: [0.02737268]

Target: [0.8027597573359659]	Output: [0.8548851499936647]
Difference: [0.05212539]

Target: [-0.4340290082310958]	Output: [-0.5070284469143856]
Difference: [0.07299944]

Target: [0.9406813038104711]	Output: [0.7763853355414914]
Difference: [0.16429597]

Target: [-0.4899002719439679]	Output: [-0.7960597219304972]
Difference: [0.30615945]

Target: [-0.9069855157674664]	Output: [-0.9183099151545826]
Difference: [0.0113244]

Target: [-0.8677055554168451]	Output: [-0.7860746483394375]
Difference: [0.08163091]

Target: [-0.3539391098377917]	Output: [-0.6135441635562153]
Difference: [0.25960505]

Target: [-0.8012622249037044]	Output: [-0.8731324990207082]
Difference: [0.07187027]

Target: [0.4836282579205022]	Output: [0.3585604512082379]
Difference: [0.12506781]

Target: [0.45220507892251144]	Output: [0.5880869993529068]
Difference: [0.13588192]

Target: [0.0019691288532581942]	Output: [-0.053493956169000524]
Difference: [0.05546309]

Target: [-0.5027646355915719]	Output: [-0.7259266782712961]
Difference: [0.22316204]

Target: [-0.6753592435528898]	Output: [-0.6547413701755682]
Difference: [0.02061787]

Target: [-0.39811781094439247]	Output: [-0.5611312993210001]
Difference: [0.16301349]

Target: [0.7299578605777952]	Output: [0.47887003641037595]
Difference: [0.25108782]

Target: [-0.9085289782385302]	Output: [-0.9357609963919065]
Difference: [0.02723202]

Target: [0.5777123541357666]	Output: [0.6064533788911457]
Difference: [0.02874102]

Target: [-0.48656842445492066]	Output: [-0.8380438929735762]
Difference: [0.35147547]

Target: [0.1344717141151437]	Output: [0.4168544304245196]
Difference: [0.28238272]

Target: [0.5467397677994521]	Output: [0.5241935559241648]
Difference: [0.02254621]

Target: [0.6939563873121634]	Output: [0.7757142050319471]
Difference: [0.08175782]

Target: [0.20737885176822612]	Output: [0.3302140438881237]
Difference: [0.12283519]

Target: [0.16027281242659328]	Output: [0.10275960245425084]
Difference: [0.05751321]

Target: [0.990412115555196]	Output: [0.9071361447858303]
Difference: [0.08327597]

Target: [-0.16540404783221915]	Output: [-0.349044546015447]
Difference: [0.1836405]

Target: [0.5734459066234114]	Output: [0.5457101442702716]
Difference: [0.02773576]

Target: [0.2949093759493068]	Output: [0.4638843198706137]
Difference: [0.16897494]

Target: [0.8124900372361735]	Output: [0.8664330134669248]
Difference: [0.05394298]

Target: [0.3479570678037267]	Output: [0.3760942914826434]
Difference: [0.02813722]

Target: [-0.5798821218722016]	Output: [-0.6136316235632728]
Difference: [0.0337495]

Target: [-0.9692646141930599]	Output: [-0.9239295217673276]
Difference: [0.04533509]

Target: [0.8453110058977371]	Output: [0.6936567430477698]
Difference: [0.15165426]

Target: [-0.6978023791640671]	Output: [-0.7533127008483206]
Difference: [0.05551032]

Target: [-0.10585729221288652]	Output: [-0.16401015104222189]
Difference: [0.05815286]

Target: [-0.3791102307363833]	Output: [-0.436840796099112]
Difference: [0.05773057]

Target: [0.8874471926423178]	Output: [0.9145575706516099]
Difference: [0.02711038]

Target: [0.03601716717158787]	Output: [0.9068351620952085]
Difference: [0.87081799]

Target: [0.7585715434068856]	Output: [0.8842823401889693]
Difference: [0.1257108]

Target: [0.9995949572116319]	Output: [0.8851832795615119]
Difference: [0.11441168]

Target: [0.8847027108383212]	Output: [0.8595150699233542]
Difference: [0.02518764]

Target: [0.6992627100867995]	Output: [0.7681985234192313]
Difference: [0.06893581]

Target: [-0.8034526414762636]	Output: [-0.9199211627752168]
Difference: [0.11646852]

Target: [-0.8882057886707478]	Output: [-0.9011607179317084]
Difference: [0.01295493]

Target: [-0.9501848377664798]	Output: [-0.8333368806833148]
Difference: [0.11684796]

Target: [-0.3333046372269955]	Output: [-0.4314414847426726]
Difference: [0.09813685]

Target: [0.6479370649662568]	Output: [0.8360788051135818]
Difference: [0.18814174]

Target: [0.9855624584315655]	Output: [0.918311686078276]
Difference: [0.06725077]

Target: [-0.690536297118006]	Output: [-0.7283617950406307]
Difference: [0.0378255]

Target: [-0.6082964370637481]	Output: [-0.557033504257359]
Difference: [0.05126293]

Average Difference for sin_input: 0.10694952692276495
Average Difference for sin_test: 0.12086131676475219
